frame_number,person_center_x,person_center_y,person_velocity,person_intersection_percentage,vehicle_center_x,vehicle_center_y,vehicle_velocity,vehicle_intersection_percentage,violation
2720.0,949.83325,802.75,0.0,0.81103,798.5192,764.1923,12.08944,2.90235,0
2936.0,519.6,731.2,8.09197,0.01671,651.75,627.61365,5.33556,0.24973,0
2937.0,528.45764,749.28815,20.14048,0.01663,649.75,623.25,4.80015,0.31071,0
2938.0,527.45,754.95,5.75083,0.07903,846.6429,635.7857,20.66629,0.35096,0
2939.0,523.5714,739.0476,16.36857,0.34404,839.0,635.0909,7.6744,0.33005,0
2940.0,528.0,752.4828,14.14625,0.42229,846.6585,635.4878,7.66879,0.63088,0
2941.0,526.8,748.2,4.44772,0.80431,850.275,641.1,6.67651,0.73041,0
2942.0,532.3771,754.9672,8.76921,1.02209,656.86957,631.43475,9.74679,0.41587,0
2943.0,534.5143,747.4286,7.83573,0.98457,852.975,627.075,6.56854,0.52609,0
2944.0,539.53125,760.96875,14.43974,1.14328,857.0454,638.0455,11.70128,0.44469,0
2945.0,538.7619,758.8095,2.29221,1.20312,860.23254,635.1628,4.29736,0.50051,0
2946.0,551.0959,751.274,14.45376,1.36263,853.2,640.26666,8.68943,0.88266,0
2947.0,549.4426,754.27875,3.4295,1.84468,866.04254,624.8298,20.08054,1.12637,0
2948.0,546.84,753.96,2.62204,2.32248,856.0909,633.6,13.26469,1.04952,0
2949.0,545.4762,752.9048,1.7244,2.60608,878.0218,637.63043,22.29813,2.32992,0
2950.0,543.0,756.1731,4.10041,2.85931,878.1,632.85,4.7811,2.01821,0
2951.0,547.3929,750.9107,6.85494,3.07576,877.5577,633.0,0.56267,2.4813,0
2952.0,544.98303,754.52545,4.3444,3.37861,887.7954,627.4773,11.6324,1.75927,0
2953.0,551.7042,743.91547,12.55971,3.35181,880.83325,637.7778,12.43268,1.77803,0
2954.0,537.87274,752.61816,16.34157,3.41038,886.3421,637.0263,5.55981,2.35749,0
2955.0,547.4516,756.7258,10.42245,3.56361,888.8,633.05,4.67465,2.35587,0
2956.0,551.13635,748.5909,8.93055,3.64429,891.38885,632.6111,2.62587,3.2492,0
2957.0,548.90625,749.53125,2.42026,3.67502,897.8936,634.59576,6.80074,5.27901,0
2958.0,556.5,759.9643,12.90401,3.85122,896.8125,632.7656,2.12561,5.19171,0
2959.0,555.5085,761.0847,1.49615,3.99307,906.78,644.52,15.4116,6.67043,0
2960.0,566.4878,755.78046,12.19343,4.01916,905.8,656.3333,11.85388,7.71902,0
2961.0,558.45,752.8,8.5726,4.20516,903.12,647.82,8.92517,8.89319,0
2962.0,567.57446,757.2128,10.13549,4.57336,903.1526,647.6949,0.12928,8.48527,0
2963.0,573.73334,750.13336,9.38348,4.82228,921.83606,653.7541,19.6415,8.97498,0
2964.0,562.86,746.94,11.33258,5.04199,916.05,650.3,6.73865,9.53925,0
2965.0,571.9737,774.07886,28.62832,5.17419,911.0454,658.5682,9.66479,9.95097,0
2966.0,573.4375,769.9375,4.3925,4.70555,924.5714,651.7619,15.14188,8.70264,0
2967.0,572.6727,762.4909,7.48576,4.77126,929.35297,657.7059,7.6285,8.52393,0
2968.0,579.25,763.85,6.71622,5.53482,933.61017,657.20337,4.28676,9.36202,0
2969.0,580.2692,766.0961,2.46658,5.35527,933.7143,653.7619,3.44304,10.68449,0
2970.0,575.8125,768.3125,4.97742,3.73937,938.83325,672.83325,19.74647,13.24329,0
2971.0,584.0357,766.98206,8.33013,4.0967,938.7647,666.2353,6.59838,13.80552,0
2972.0,587.8421,773.6053,7.63905,4.23274,937.6316,668.5263,2.55592,15.2343,0
2973.0,597.125,787.0,16.29695,3.86957,945.45,662.75,9.72077,16.1642,0
2974.0,603.5526,775.81573,12.89964,3.4745,949.55554,673.11115,11.14484,15.66196,0
2975.0,598.1739,778.4347,5.98244,3.65568,964.0,663.875,17.1449,16.07148,0
2976.0,615.125,782.0625,17.33496,3.88054,963.0,665.6667,2.05186,16.7842,0
2977.0,608.04877,777.5854,8.37362,3.52015,961.6363,675.5454,9.97246,16.10717,0
2978.0,614.0455,785.25,9.73174,2.12181,975.5821,676.97015,14.01832,16.13663,0
2979.0,613.7234,784.149,1.14721,2.2221,977.9483,676.39655,2.43474,17.39342,0
2980.0,607.63635,781.7727,6.5344,2.52249,985.41174,684.35297,10.90906,16.11994,0
2981.0,613.2,800.06665,19.12126,2.33538,993.1551,686.89655,8.15047,16.28535,0
2982.0,607.3091,791.34546,10.52436,2.01914,982.8214,685.76794,10.39519,16.52609,0
2983.0,609.3871,801.629,10.49142,0.77482,1002.59015,694.2295,21.50353,15.42553,0
2984.0,619.8182,797.0,11.41208,0.83107,994.0,684.2,13.20534,15.51839,0
2985.0,622.85913,797.1549,3.0449,0.80794,1000.7895,681.57886,7.27786,15.65274,0
2986.0,625.97144,798.0429,3.23649,0.72886,1021.01605,697.64514,25.83098,14.43762,0
2987.0,629.73914,818.73914,21.03644,0.70586,1015.7368,694.3684,6.21353,14.50584,0
